areaServicioDescripcion,observaciones
Obras Públicas,vecina reporta vereda rota
CLIBA (Higiene Urbana),no están pasando hace 1 semana. 
Higiene Urbana,Tacho roto en mal estado.Los vecinos piden lo cambien 
CLIBA (Higiene Urbana),"vecina manifiesta indignación porque viene pidiendo la recolección de poda desde el ( 8/11 n° de reclamo  7289046(  y ( 11/11 n° de reclamo 7295749) , sistema dice que ambos reclamos fueron cumplido pero la vecina dice que no pasaron en ningun momento "
Arbolado Urbano,"Solicita la reparacion de vereda por una extracción de árbol y dejaron la vereda rota ,en la calle GENERAL PAZ 547 SAN ISIDRO "
Arbolado Urbano,"Dos tilos frente a la propiedad que requiere poda. En la ultima poda se realizó un trabajo pequeño porque habia un auto estacionado.
INFO CARO 7/2  Asignado a poda"
Alumbrado,VECINA QUE LLAMA POR ILUMINARIA APAGADA DESDE EL LUNES 11/11/2024 POSTE 116 NICOLAS AVELLANEDA Y GRAL PAZ PIDE POR FAVOR QUE VAYAN URGENTE YA QUE AYER HUBO ROBOS A LAS 23.30HS
Arbolado Urbano,"La vecina refiere 2 árboles secos en la puerta de su domicilio
INFORME TECNICO CAROLINA 28/11/24:Extraccion de arbol seco"
Arbolado Urbano,informe carolina 29/11:Estraccion de tocon
Arbolado Urbano,vecina indica que la vereda esta rota que pide desde antes de pandemia la refacción de la vereda 
Obras Públicas,baches calle gurruchaga e yrigoyen
Alumbrado,VECINO QUE LLAMA POR LUZ APAGADA TOTALMENTE Y LA DE ARRIBA ESTA INVADIDA POR LAS RAMAS DEL ARBOL.
Arbolado Urbano,"El Arbol esta totalmente Seco y con riesgo de caida. Solicito su pronta extraccion y reemplazo por uno nuevo. Gracias! 
INFORME TECNICO CAROLINA 15/11/24: Extraccion de arbol seco"
Alumbrado,se robaron la luminaria. 
Alumbrado,vecino dice que la luz del poste esta apaga desde el jueves a la noche aproximadamente 
Obras Públicas,Calle destruida en mazza entre ader y las camelias 
Arbolado Urbano,INFORME ING. SENCIO 9/12/24: reparacion de vereda completa de hormigón. respetar cinta verde. 8 mts. 
Arbolado Urbano,"Vecina reclama limpieza de ramas secas x 2 fresnos en el frente de su propiedad. Uno sobre Cordoba y el otro sobre Saavedra. 
info caro 14/2: Poda de los tres tilos del frente"
Arbolado Urbano,"La vecina solicita un pedido de extracción de raíces de un árbol que se encuentra en la vereda calle ROQUE SAENZ PEÑA 382 DE LA LOCALIDA DE SAN ISIDRO ,las raíces están levantando toda la vereda y es causa de la caída de varias personas mayores "
Alumbrado,La luz esta encendida de día.
Alumbrado,el vecino nos informa del poste inclinado que se apoya en la luminaria que al mismo tiempo esta apagada de noche. Al lado de un poste de luz en mal estado.
Arbolado Urbano,El vecino solicita poda ya que el arbol esta metido dentro de la casa
Obras Públicas,Reparación del cordón y las rampas para discapacitados en la esquina de Presbítero Márquez y Sta Rita  
CLIBA (Higiene Urbana),en este domicilio se precisa recolección se basura y una viga que está sobre el piso.
Alumbrado,en esta dirección la luz  está encendida .
Alumbrado,"LUMINARIA APAGADA, HACE 1 SEMANA."
Higiene Urbana,falta barrido. reiterado. delegación martinez
Arbolado Urbano,"La palmera necesita extracción ya que la misma se encuentra inclinada y actualmente está rompiendo el cantero del frente de la casa. 
INFORME TECNICO CAROLINA 22/11/24: No es posible extraer la palmera ya que se encuentra dentro de la linea municipal"
Higiene Urbana,falta barrido. urgente. delegación Martínez.
Alumbrado,Luz encendida de día.
Arbolado Urbano,"son varias ramas colgadas . 
INFORME ING. SENCIO 15/11/24: RAMAS QUEBRADAS"
Higiene Urbana,vecina solicita se repare o cambie el contenedor de la calle roma al 1800 ya q este se encuentra en muy malas condiciones
Arbolado Urbano,"Buen día,

Desde el 27 de septiembre de 2018 vengo reclamando que arreglen la vereda de mi casa que rompió la municipalidad para cortar raíces de los arboles que nadie pidió.
Los obreros me dijeron que les saque fotos y adjunto algunas de ellas. En teoría al día siguiente venia la otra cuadrilla que arreglaba la vereda.
Hicimos infinidad de reclamos, algunos de ellos: 704311, 10/2018
Adicionalmente hemos ido en persona a reclamarlos.
Pueden darme una respuesta?
Muchas Gracias,
Bettiana"
CLIBA (Higiene Urbana),"vecina informa que no limpian el tacho hace rato, ademas dice que es un contenedor alquilado que no es del municipio, la gente tira de todo, pide ademas si lo pueden reubicar"
Arbolado Urbano,"Las raices del sauce se encuentran muy crecidas y actualmente levantó toda la vereda de la vía pública, resultando peligroso para las personas que circulan y mismo para quienes esperan el colectivo al ser tambien una parada de colectivo. "
Obras Públicas,vecina reclama varios baches sobre Laprida llegando a blanco encalada
Alumbrado,"el poste no es el seleccionado, ella vive en cangallo 2850, vecina solicita que le coloquen un poste en su casa porque es muy oscuro en donde vive, zona boca de lobo"
Arbolado Urbano,"Vecino solicita el despeje y la liberación de la luminaria, informa que el árbol que está ubicado enfrente de la luminaria, está tapando todo el farol que alumbra hacia la calle. Dirección: Cosme argerich 2022. N°3-2-133 de columna
INFORME TECNICO 15/11/24: LIBERACION DE LUMINARIA"
Arbolado Urbano,SOLICITA EL ARREGLO DE VEREDA DE SU DOMICILIO ROTAS POR LAS RAICES DEL ÁRBOL
Arbolado Urbano,Vecino reclama por raleo de raíces de un árbol y reparacion de su vereda.
Arbolado Urbano,VECINA QUE LLAMA POR DOS ARBOLES DONDE UNO ESTA EN BERUTTI (PALMERA INCLINADA) DONDE NESECITAN EXTRACCION. EL OTRO ARBOL ES UN SAUCE QUE ESTA SOBRE DARDO ROCHA DONDE TIENE LAS RAICES CRECIDA Y ESTA TODA LA VEREDA LEVANTADA. CELULAR DE LA VECINA 1531741295 CASTELLANO JULIETA.
Arbolado Urbano,"Las ramas obstruyen las luminarias generando total oscuridad en la zona.
INFORME TECNICO 15/11/24: LIBERACION DE LUMINARIA"
Arbolado Urbano,"rama seca colgando para retirar. delegación Martínez.
INFORME TECNICO CAROLINA 28/11/24: poda de rama quebrada"
Obras Públicas,según vecina la vereda la rompió la municipalidad para sacarle los caños dejando solo el desagote del agua. 
Arbolado Urbano,"extraccion de ejemplar
INFORME ING. SENCIO 15/11/24: al lado derecho de 3257. mal estado. extracción"
Arbolado Urbano,"ramas de palmera colgando de los cables. delegación Martínez
INFORME TECNICO CAROLINA 28/11/24: cargada la poda y limpeiza con incidente 7291514"
Arbolado Urbano,"ramas tapa iluminación de la calle
INFORME TECNICO 15/11/24: LIBERACION DE LUMINARIA"
Arbolado Urbano,"árboles tapando luz hacia la plaza zona totalmente oscura
INFORME TECNICO 15/11/24: LIBERACION DE LUMINARIA"
Arbolado Urbano,"Vecino solicita la plantación de 2 jacas ya que le extrajimos dos ejemplares
INFORME TECNICO GIANNA 1/12/24: no hay espacio	NO REQUIERE INTERVENCION"
Arbolado Urbano,informe ing. sencio 9/12/24: recorte de raices y reparación vereda de baldoza. 6 mts. 
Arbolado Urbano,"El vecino Daniel Echazu solicita el pedido de poda en el arbol ubicado en su domicilio, El Hornero 2133, y nos informa que la misma esta perjudicando a su vecino rompiendo las tejas y levantándolas, esto genera malestar entre vecinos. También nos comenta que la rama tiende a romperse generando incertidumbre por posible accidente."
Arbolado Urbano,"las raices rompieron el caño cloacal del edificio, la vereda esta toda levantada y por ahi pasa mucha gente"
CLIBA (Higiene Urbana),"El Vecino Isabelino Noguera solicita el retiro de poda, nos informa que hace dos semanas que no se retira la misma."
Arbolado Urbano,"esta inclinado y lo sostiene el tacho de basura
INFORME ING. SENCIO 15/11/24: RALEO Y BALANCEO DE LIMPIEZA"
Alumbrado,VECINA QUE LLAMA POR LUZ APAGADA TOTALMENTE EL POSTE ESTA EN MARTIN RODRIGUEZ ENTRE LOS PLATANOS Y LOS PARAISO  SEGUNDO POSTE VINIENDO DE LOS PLATANOS HACE SIETE DIAS.
CLIBA (Higiene Urbana),malabia 175 san isidro entre colectora y marcos paz  recien podaron un arbol muy grande y dejaron las ramas tapando el garage del vecino de enfrente  pide que por favor manden a buscar la poda porque se le va a armar problemas con el vecino
Alumbrado,encendida de día. urgente.
CLIBA (Higiene Urbana),vecina pide recoleccion depoda en presidente quintana esquina alvear 
Arbolado Urbano,"INFORME GIANNA 13/11/24: tocon seco , vereda ok"
Arbolado Urbano,"Solicitamos la extraccion del arbol, citamos mensaje recibido por parte del vecino : se cayó una rama principal en cualquier momento se produce un desastre. Amerita urgente extracción.
informe romina 19/11:Seco en pie. No requiere reparar vereda. Prioridad alta"
CLIBA (Higiene Urbana),"RECOLECCION DE BOLSON DE ESCOMBRO,."
Higiene Urbana,falta barrido. delegación Martínez. santiago del Estero y Lima.
Alumbrado,apagada de vereda. 
Higiene Urbana,VECINA QUE LLAMA NO ESTA PASANDO EL BARRENDERO HACE CINCO DIAS SOBRE LA TRES SARGENTOS ENTRE DORREGO Y YAPEYU.LA VECINA RECLAMA QUE NO PASA SEGUIDO ESTE AÑO ESTA MUY IRREGULAR EL TEMA DEL BARRIDO.
Arbolado Urbano,VECINO REFIERE PODA DE ARBOL YA QUE EL MISMO ESTA POR ENCIMA DE SU TECHO.
Arbolado Urbano,"VECINA QUE LLAMA POR ARBOL QUE ESTA EN LA PUERTA DE SU VECINA QUE DA A  SU CASA .EL ARBOL TIENE UNA ALTURA 11 METROS HACE MAS DE 10AÑOS NESECITAN QUE REALICEN EL ARBOL TAPA LA LUZ Y TAMBIEN LOS CABLES ESTAN ENROSCADOS EN EL MISMO. LOS VECINOS RECLAMARON Y EL INGENIERO FUE Y DIJO QU EL ARBOL NO HAY QUE PODARLO LO QUE SI MANDO A REALIZAR QUE CORTEN LAS RAICES .LOS ARBOLES ESTAN INCLINADOS HACE UN MES ESTA VECINA VIO UN CAMBION PODANDO ARBOLES Y HABLO CON UN SEÑOR JUAN ENCARGADO Y LE INFORMO QUE SI TIENE LAS RAICES CORTADA ES UN PELIGRO POR EL TAMAÑO DEL ARBOL, LE AVISARON QUE IBA A VENIR PARA BAJAR LAS COPAS PERO NUNCA VOLVIO.
21/2 Poda de despeje"
CLIBA (Higiene Urbana),Montículo de residuos varios dejado frente a la direccion mencionada 
Arbolado Urbano,"Vélez sarfield esquina Asunción árbol de mora tapando todo el cartel nomenclador se solicita poda urgente delegación Martínez.
14/4/25: El ejemplar fue relevado y el equipo técnico de la Dirección General de Arbolado determinó que la intervención será incluida en el Plan Integral. Las tareas de poda invernal se retomarán alrededor de mayo de 2025, cuando lo permita el estado fisiológico de los árboles. Hasta entonces se seguirá poniendo el foco sobre los árboles con ramas quebradas o secas, la liberación de luminarias y las podas de carácter urgente."
Alumbrado,"Luminaria fue reparada pero nuevamente no funciona.- Vecina solicita su Reparación  - Cuadra de arboles frondosos, muy oscuro a la noche. -
Solicita Milagros - cel: 11 2240-5368"
Arbolado Urbano,hace años que viene reclamando y ahora se encuentra con que nadie nunca le cargo nada 
Alumbrado,no funciona luminaria hacia la vereda
Obras Públicas,(-) GUARDAGANADO ROTO URGENTE
Higiene Urbana,falta barrido de ambos lados. urgente. delegación Martínez.
Obras Públicas,EL VECINO FUE A LA MUNICPALIDA A LA PARTE DE OBRAS PUBLICAS DONDE PIDIO PARA QUE LE ARREGLEN LA VEREDA LA SENORITA ROMINA DE OBRAS PUBLICAS LE INDOCO QUE LLAME AESTE NUMERO PARA QUE LE DEMOS UN NUMERO DE RECLAMO.
Arbolado Urbano,"Solicita el pedido de poda por la altura del árbol y las ramas están entrando a la propiedad calle Gobernador Castro 280 de la localidad de BOULOGNE 

info romina 20/2 : Ya podados los 2 fresnos del frente"
Higiene Urbana,vecino solicita la limpieza de la calle cortada que es una entrada a al Barrio La Cava en Isabel La Católica 1388 donde hay escombros y basura de los contenedores que se rebalsan
Arbolado Urbano,"vecina informa que tiene un arbol (tilo del año 2008) tiene toda rota la vereda, levanta su porton electrico y su preocupación es porque esta cerca de las casillas del gas , manifiesta indignación porque no van ni miran la situación 
info carolina 23/12: recorte de raiz"
Arbolado Urbano,es un pino 
Arbolado Urbano,"LA vecina Maria Roth solicita la extracción de árbol seco, nos informa que el árbol se seco hace dos años y que se le caen ramas constantemente. 
INFORME TECNICO ROMINA 26/11/24: Ya relevado con incidente 7254042"
CLIBA (Higiene Urbana),almeja. es exactamente al lado. 
Arbolado Urbano,"POR FAVOR PIDE EXTRACCION DE ARBOL SECO QUE EMPOEZO A DESMEMBRARSE ,ADJUNTO FOTOS"
Arbolado Urbano,vecina pide plantacion de arbol
Alumbrado,"son 2 postes verduga 848, verduga 891"
Alumbrado,Las baldosas de la vereda eatan levantadas por las raices del árbol y hay una baldosa hundida que hace que la gente se tropiece. El poste de la luminaria no tiene tapa y estan los cables y bornes expuestos con el riesgo de que algún niño o amimal los toque.
Arbolado Urbano,"SEGUN REPORTE SGE NUMERO 989071. SIENDO LAS 12:01 HORAS, INSPECTOR LISCOVSKI, ESTEBAN A CARGO DEL MVIL DE LA PATRULLA MUNICIPAL NUMERO 424, EN RECORRIDO POR LA ARTERIA SEBASTIAN ELCANO 1400 DE LA LOCALIDAD DE ACASSUSO, VISUALIZA UN ARBOL POR CAER EL MISMO SOSTENIDO POR OTRO ARBOL SEÑALIZO EL LUGAR CON CINTA DE PELIGRO. COMO REFERENCIA CERCA DEL ECO PUNTO. SE ADJUNTAN FOTOGRAFIAS. OPERADORA: LETE CARLA. LEGAJO :69.692
INFORME TECNICO CAROLINA 28/11/24. NO REQUIERE INTERVENCION. NO se encontraron restos de extraccion"
Arbolado Urbano,"la vecina pide liberacion de luminsarias de toda la cuadra
INFORME TECNICO 15/11/24: LIBERACION DE LUMUNARIA"
CLIBA (Higiene Urbana),Retiro de resto de poda.
Arbolado Urbano,"hicieronrecorte de raices y nunca la arreglaron la vereda
INFORME TECNICO CAROLINA 28/11/24: Poda y Corte de raiz, reparacion de vereda y plantera"
Arbolado Urbano,"Buen día. El día de ayer se cayó una rama de un árbol que parece estar seco. La rama es bastante grande y pesada, por suerte no había ninguna persona ni auto. Podrán enviar un equipo de poda para controlar el árbol de donde cayó la rama? La dirección es Ada Elflein 3257, entre Rodo y Bariloche."
Higiene Urbana,Vecina reitera pedido de falta de barrido en Monteagudo entre Cuyo y Piran
Higiene Urbana,la vecina pide que corran el contenedor a la esquina de simplicity porque si no llenan de basura la esquina.
CLIBA (Higiene Urbana),Desde la semana pasada falta el contenedor negro (el de la basura húmeda)
Alumbrado,apagon completo de poste 
Higiene Urbana,"La vecina Gladys Lafarga solicita barrido por su domicilio, la calandria 1823, nos informa que hace varios días no pasan a barrer, y que hace poco edenor arreglo un poste dejando cables tirados."
Obras Públicas,"Calle Santa Rita y Presbitero Márquez...pozo abierto con cables...peligroso al lado de las columnas  de alta tensión, fue constatado por delegada municipal"
Arbolado Urbano,PODA EN ALTURA DE TODOS LOS ÁRBOLES DE AVENIDA  MARQUEZ
CLIBA (Higiene Urbana),retiro de poda. delegación Martínez.
Obras Públicas,VECINA QUE LLAMA  PARA QUE LE REALICEN LA BAJADA DE CORDON DE AMBAS ACERAS (JUAN B JUSTO ESQUINA BERGALLO)
Arbolado Urbano,"vecina llego a su domicilio y encontro arbol plantado el cual no solicito y tampoco  quiere pide que lo retiren 
25/3/25: El equipo técnico de la Dirección General de Arbolado determinó que la intervención será incluida en el Plan Integral. Las tareas de plantación se retomarán a pártir de mayo de 2025 y se extenderán hasta noviembre y/o cuando lo permita el estado fisiológico de los árboles. "
Arbolado Urbano,"VECINO QUE LLAMA PARA LA PODA DE UN ARBOL(FICUS) ESTA UBICADO EN LA CALLE HILARIO LAGOS 1858 BOULOGNE.

info gianna 25/2  mucha poda, refaleo y aclareo, eliminacion interferencia en la propiedad"
Arbolado Urbano,árbol caído apoyado sobre otro árbol continuo raíces expuestas
Obras Públicas,Se solicita el arreglo de la calle que se encuentra toda rota con un gran agujero peligroso este mismo se encuentra en la calle MAESTRO SANTANA 1148 (APROXIMADO )MIRAR ABAJO Y AL COSTADO el agujero esta en el medio de la calle .
Arbolado Urbano,"seco. extracción
INFORME ING. SENCIO 13/11/24: seco. extracción"
Higiene Urbana,lima entre Hipólito yrigoyen y rodriguez peña. falta barrido de mucho tiempo en ambos lados. urgente. delegación Martínez.
Obras Públicas,Dejaron un doble cordón se junta mucha agua (dengue)
Higiene Urbana,"Vecina solicita el retiro de manera permanente de un Contenedor Campana el cual fue incendiado.  
Sra Mabel - cel: 11 5347-3438"
Higiene Urbana,Roto. NO estan entregando contenedores nuevos por reclamos. 
CLIBA (Higiene Urbana),"retiro de poda, la vecina esta muy enojada y pide que lo remuevan urgente"
Arbolado Urbano,"buenas tardes estoy es en emilio mitre 1267 tengo este árbol que como verán en la foto levanto toda la vereda Me dicen las personas que vinieron recién a a plantar nuevos árboles en mi vereda que este es un jacarandá Por favor envíen a arreglar este problema desde ya muchas gracias Liana Yapurinforma gianna 29/11: no requiere intervencion, repetido "
Arbolado Urbano,"Hace un mes le realizaron la vereda despues de un recorte de raices y le dejaron mal echa la caida hacia el local y cuando llueve se inunda todo es un señor mayor de 84 años 
INFORME TECNICO CAROLINA 16/12/24: Vereda de Urquiza 317 ya reparada"
Arbolado Urbano,"Vecina pide recorte de raíces y refacción de vereda
INFORME TECNICO CAROLINA 22/11/24: Recorte de raices"
Alumbrado,LUMINARIA INTERMITENTE
Alumbrado,ALUMBRADO CAIDO
Higiene Urbana,"el vecino comenta que falta el contenedor de la esquina , tienen ratas y toda la basura tirada. Piden 2 contenedores para esa esquina."
CLIBA (Higiene Urbana),ramas en bergallo 690
CLIBA (Higiene Urbana),"vecino pide recoleccion de poda que se encuentra  vicente lopez 680 martinez , esquina pedro gocena "
CLIBA (Higiene Urbana),"REFERENTE A EVENTO EN SGE NUMERO 989.135. SIENDO LAS 14:44 HORAS SE COMUNICA A LA LINEA DE EMERGENCIAS LLAMANTE ANONIMO INFORMANDO QUE EN LA ARTERIA CAMINO REAL MORON Y ACCESO NORTE, DE LA LOCALIDAD DE BOULOGNE, VOLCO UN CAMION CON MATERIALES EN LA ROTONDA DEL COLIBRI. SE DESPLAZA MOVIL DE LA PATRULLA MUNICIPAL NUMERO 380 A CARGO DEL INSPECTOR FERRER QUIEN CORROBO QUE SE TRATA DE LADRILLOS CAIDOS SOBRE LA ROTONDA DEL LADO DE LA COMISARIA. SE ADJUNTAN FOTOGRAFIAS DEL INCIDENTE. INFORMA CAROLINA GALVAN - 69.285"
