areaServicioDescripcion,observaciones
Arbolado Urbano,"Vecina se comunica por whatsapp a Delegacion Martinez:
Hola buen día. Mi nombre es Giselle. Ayer sacaron un árbol en nuestra casa ubicada en Berutti y Yapeyu, Martínez. Quisiera saber cómo es el proceso para plantar un nuevo árbol. Muchas gracias.
Guillermo Antonio Persic
DNI 4.983.548
Beruti 2601 Martínez (cómo es una esquina, el árbol se encuentra sobre Yapeyu)
oficinagiselle@hotmail.com"
Arbolado Urbano,"La vecina solicita que extraigan un árbol que se encuentra en la vereda de su propiedad ubicada Saavedra 1350 de  la localidad de Martínez  el mismo se  encuentra en muy mal estado y las raíces están rompiendo toda la vereda y afecto los caños de gas y luz que se encuentra debajo del mismo ,la persona manifiesta que realizo varios reclamos anteriores y nunca recibió ninguna respuesta y solicita con mucha urgencia ya que esta situación la lleva a ponerse muy nerviosa a punto que esta afectando su salud."
Arbolado Urbano,"le hicieron un pedazo de poda solamente y le falto terminar , las raices le levantan parte de la casa y vereda habria que terminar la poda y hacer recorte de raices mas refaccion de vereda "
Arbolado Urbano,liberación de luminaria completamente tapada por los árboles y encendida de día urgente delegación Martínez.
Arbolado Urbano,Vecino solicita  reparación de vereda
Arbolado Urbano,"vecino pide poda de Árbol, el mismo esta muy alto y desprende hojas todo el tiempo, tapa canaletas y el piso está permanentemente sucio. Agrega también que sus flores  generan alergias.
Informe tecnico Gianna 30/10/24:el reclamo lo hace la propiedad 14 de julio 825, queda asentado que el vecino quiere sacar el arbol, pero solo se va a podar Elimiacion de interferrencia prop, leve despunte. DESPUES DE LA FLORACION"
Arbolado Urbano,"Vecino reitera poda de un árbol muy grande y con partes secas que pueden quebrase en cualquier momento y generar graves daños.- 
A la vez, manifiesta que hay una rama que da hacia la vivienda del vecino y si llega a quebrarse puede romper el techo de dicha propiedad.- 
info romina 20/2: Poda: Limpieza , Balanceo de copa , Refaleo y Eliminacion de interferencia en la propiedad "
Arbolado Urbano,"Informe Ing. Sencio 09/10/24: recorte de raices y vereda,."
Arbolado Urbano,"Ramas caidas sobre cerco eléctrico
Informe Ing Sencio 05/10/2024: Raleo y balanceo de limpieza leve."
Arbolado Urbano,"Solicita recorte de raices y reparacion
Informe Ing. Sencio 09/10/24:recorte decraices y vereda."
Alumbrado,POR FAVOR ESQUINA MUY OSCURA. LAS OTRAS LUCES DE LA CUADRA ESTAN PRENDIDAS .A LA?ESPERA GRACIAS POR FAVOR
Arbolado Urbano,iluminaria tapada x ramas de árbol
Obras Públicas,La vecina tiene el cordón deteriorado en su frente y solicita reparación
Arbolado Urbano,Segurola 2292 iluminaria completamente tapada
Arbolado Urbano,"vecina pide plantación de nuevo árbol, Fray cayetano Rodriguez 350 entre Thames y Novaro.
Informe tecnico Occhipinti 22/10/24:cinta verda apta plantacion."
Arbolado Urbano,Vecino solicita la extracción x 1 ficus en el frente de su propiedad cuyas raices rompen veredas y caños 
Arbolado Urbano,LIBERACION DE LUMINARIA.
Arbolado Urbano,LIBERACION DE LUMINARIA
Arbolado Urbano,"Sobre reclamo  6680786 y de acuerdo a revisión e informe enviado en su momento que adjunto, solo se cumplió en parte sobre uno de los arboles que dan en mi frente. El que da sobre chapa no fue podado aun con el pedido de Romina luego de la visita  personal hecha en mi casa. Vuelvo a insistir sobre el tema porque me generan muchos problemas en el techo (Taponamiento de canaleta, rotura de tejas, etc etc) y frecuentes caídas de ramas de gran tamaño con el consecuente peligro para mi familia y las personas que circulan por la vereda. Además de daños materiales importantes obviamente. Quedo a la espera de una solución urgente. 
Mensaje: Vecino solicita poda fuerte de dos platanos, ya se le han caído ramas grandes en su casa rompiendole el auto. España 514 LD Informe Ing. Sencio 25/09: El ejemplar de chapa exacta requiere retoque de poda x falta de eliminar intrerferencia en prop. Se suma otro en mismo chapa. Poda: L, RF hasta cables, eliminar interferencia prop (514) y quitar peso ramas hacia prop. Informe Ing. Sencio. 16/08/2024. Real: España 514. Tareas a realizar: Rb de limpieza Plátano x 2."
Arbolado Urbano,"Vecina solicita la poda del árbol frente a su casa manifiesta que, las ramas llegan al techo y se enredan en los cables de la calle. 
Informe tecnico Occhipinti 29/10/24:poda: Limpieza, Refaldeo, eliminacion interferencia en prop"
Arbolado Urbano,"La vecina se presenta por un extracción del árbol que se encuentra en la vereda de su propiedad ya que el mismo se encuentra en muy mal estado e inclinado , el mismo esta afectando la canaleta de la propiedad y el piso del garaje de la damnificada, el árbol es un pino bastante alto y al estar todo inclinado corre un gran peligro de caer ,la medianera se  encuentra con grandes fisuras a causa del mismo 
Informe tecnico Occhipinti 29/10/24:Extraccion denegada, poda de Limpieza, Balanceo y Eliminacion de interferencia en  prop y lumin"
Obras Públicas,"El vecino solicita la reparacion de la vereda por la siguiente situación que vivió ,en la esquina de su casa se encontraba personal de la municipalidad arreglando la vereda , al otro día se le presentaron al señor  si quería que le arreglaran la vereda de su propiedad por un costo de  $350.000 el cual acepto confiado que era personal municipal ,a la tarde el señor  volvió a su propiedad y se encontró con la vereda toda rota y las personas desaparecieron y nunca mas volvieron dejando la vereda toda rota(ESTAFA/CUENTO DEL TIO)el realizo la denuncia del caso por si volvían ya que varios vecinos le informaron  que fue un intento de robo "
Alumbrado,apagada completa. 
Alumbrado, no funcionan alta ni baja
Arbolado Urbano,vecino solicita la extracción del arbol que esta sobre su vereda de su domicilio. arbol a simple vista seco y el mismo le esta rompiendo su vereda
Arbolado Urbano,se calló un gajo de una palmera. 
Arbolado Urbano,"SEGUN REGISTRO SGE NUMERO 975652, SIENDO LAS 10:39 HORAS, SE COMUNICA VIA LINEA DE EMERGENCIAS VECINA SEÑORA ANGELA CON TELEFONO DE CONTACTO 15-6249-0787, INFORMANDO QUE SOBRE LA ARTERIA LUIS DE FLORES 1316, DE LA LOCALIDAD DE BECCAR, SE ENCUENTRA UNA PALMERA CON RAMAS DE GRAN PORTE QUEBRADAS Y CON RIESGO DE CAÍDA. EN EL LUGAR SE HIZO PRESENTE EL INSPECTOR FERRER, JUAN MANUEL A CARGO DEL MOVIL N° 380, QUIEN A SU ARRIBO INFORMÓ POSITIVO RAMAS CON RIESGO DE CAÍDA. SOLICITA LA PRESENCIA DE PERSONAL DE ESPACIO PÚBLICO PARA LA PODA. SE ADJUNTAN FOTOGRAFÍAS. INFORMA: OPERADORA KIMMEL NATASHA, LEGAJO: 70.797"
Obras Públicas,"(-) Sumidero roto Urgente

en segurola intersección tejedor . se repara y se vuelve a romper constantemente "
Arbolado Urbano,"Las raices están levantando la vereda siendo un peligro para los peatones, llegando a partir el tapial de la casa y comprometiendo la instalación de gas.
Informe Ing. Sencio 30/10/24:no requiere intervencion"
Obras Públicas,"calle maza 2500
entre los ceibos y ader
desastroza"
Arbolado Urbano,"pide poda de un plátano, está invadiendo el techo. 
Informe tecnico CAROLINA 16/10/24: Poda de ejemplar."
Arbolado Urbano,Informe tecnico Carolina 16/10/24:Poda de ejemplar
Arbolado Urbano,"Norma, vecina de Boulogne, informa que las raices del arbol le estan rompiendo el porton.
INFORME TECNICO GIANNA 27/11/24: ecorte de raicesrr con poda de aclareo y eliminacion de interferencia de propiedad prop. dejar cinta verde del mismo tamaño y arreglar 3m2 de L64"
Higiene Urbana,Vecina solicita que se regularice el servicio de barrido en la cuadra. 
Arbolado Urbano,"Pide recorte de raices o extraccion del ejemplar
INFORME INGENIERO SELCIO 9/11/2024 :recorte de raices y 
refaccionde vereda . vereda completa hormigón. 10 mts"
Arbolado Urbano,"La vecina hace 4 años que pide el pedido de poda , raleo de raices y arreglo de vereda .Las raices ya afectaron los caños de agua.
Informe tecnico CAROLINA 24/10/24:RECORTE DE RAICES Superficial con poda aérea
Informe tecnico Carolina 16/10/24:Balancear el ejemplar y reparar el paso peatonal
"
Arbolado Urbano,"ramas se enredan en cables y se esconde gente entre las ramas, subiendo a una caja de telefonia que hay ahi y encima el arbol tapa la luz"
Arbolado Urbano,tapa toda la luminaria y queda totalmente obscuro. 
Arbolado Urbano,"pide poda

INFO GIANNA 25/2 realizar poda de balanceo de copa  eliminacion interferencia en la  propiedad, refaleo "
Arbolado Urbano,Informe Ing. Sencio 30/10/24: inclinado extyraccion
Arbolado Urbano,"poda
Informe Informe Ing. Sencio 30/10/24:extracción.  inclinado "
Arbolado Urbano,rECOTE RE 1 RAMA AGUJEREADO
Arbolado Urbano,"Solicita la extracción de dos arboles Paraíso que se encuentran en muy mal estado ,SON ARBOLES MUY VIEJOS Y CON UNA GRAN ALTURA ,se solicita la extracción ya que el propietario de la vivienda necesita hacer la entada del garaje  y obstruye el poder comenzar con la obra ya que se encuentra en el medio 
Informe Ing. Sencio m30/10/24:raleleo y balanceo de limpieza leve"
Higiene Urbana,Vecina solicita contenedor en América y Chubut.
Arbolado Urbano,Informe tecnico Carolina 23/10/24:poda y recorte de raices
Arbolado Urbano,"PODA DE ARBOL
INFO GIANNA 24/2 ; TAREA A REALIZAR ; REFALEO , ELIMINACION DE INTERFERENCIA EN LA PROPIEDAD "
Arbolado Urbano,vecina solicita liberacion de luminaria que tiene una rama de fresno enroscada y tiene miedo que pueda llegar a hacer corto circuito 
Higiene Urbana,FALTA DE BARRIDO POR LA CUADRA.
Arbolado Urbano,"Solicita el raleo de un ejemplar 
Informe tecnico Carolina 16/10/24:PODA INTEGRAL"
Arbolado Urbano,zona muy oscura. por esta zona transitan alumnos de la Uba. seria bueno mejorar la iluninacion en eatas dos cuadras entre Hipolito irigoyen y Cordoba.
Arbolado Urbano,vecina solicita por favor plantacion de un nuevo arbol 
Obras Públicas,"VECINO REFIERE QUE EN EL LUGAR SE ACUMULA AGUA, DEBIDO A UNA MALA CONSTRUCCION EN LA CALZADA, SOLICITA QUE REALICEN UNA ""CANALETA"" INFORMA QUE RECLAMA HACE 3 AÑOS. "
Arbolado Urbano,La vecina solicita poda porque las copas de los árboles tocan el cableado
Arbolado Urbano,"La vecina solicita poda ya que el árbol te esta rompiendo el techo de la casa
INFO CARO 21/2 TAREA A REALIZAR : 
PODA INTEGRAL DEL OLMO "
Arbolado Urbano,"la vecina pide que le saquen las casuarinas y le pongan  fresno 
informe gianna 20/11:son 2 casuarinas dejarla cinta verde del mismo tamaño y arreglar 18m2 aprox"
Arbolado Urbano,"PODA DE ARBOL.
21/2 Rama quebrada , Balanceo de copa , eliminacion interferencia de la  propiedad "
Arbolado Urbano,"adjunto imagen del reclamo
informe 21/3 realizado junto a Ex el dia 21/3
"
Arbolado Urbano,vecina solicita poda para arbol en frente a su negocio que tapa toda su marquecina pasaron a recortar raices y no pasaron a areglar vereda 
Arbolado Urbano,"La Vecina Zulma Zavala solicita el arreglo de su vereda en mal estado por raíces de árbol, nos informa que las raíces quebraron la vereda haciendo que se filtre el agua y ocasionando el hundimiento de la misma. También nos comenta que por ese hundimiento, se acumula mucha agua en los días de lluvia.
INFORME TECNICO OCCHIPINTI 04/11/24:Arbol sobre Yerbal 1978 fte. RR sup y prof con poda: LIMPIEZA, RALEO y ACLAREO (quitar peso). Reparar 26m2 de vereda. Dejar plantera 1.6x2m"
Arbolado Urbano,"Vecina se acerco ala Delegación  manifestando que el día 04/10   a las 9:30am se encontraba circulando por la calle independencia 1749  y se cayo lastimándose la rodilla, por culpa de las raíces de un árbol que dañaron la vereda y aun no solucionan!"
Arbolado Urbano,Solicita extraccion de arbol
Arbolado Urbano,"Ficus con raices sobresalientes, el arbol ha crecido desmedidamente, peligro de claves. Poda copa.Se solicita poda por eucaliptus que se le caen. Informe Ing. Sencio 16/08:raleo y balanceo de limpieza y recorte de raices
info romina 20/2 
Hace referencia a ejemplar de chapa 711 que se carga tarea con incidente correspondiente
"
Arbolado Urbano,"Informe tecnico Gianna 07/2/25:extraer podredumbre basal, dejar cinta verde."
Arbolado Urbano,"Vecina solicita plantación de 2 ejemplare, ya que tuvieron que extraer los dos arboles que tenia en su vereda, debido a que se encontraban secos.
Informe tecnico Occhipinti 31//10/24:Reparar post extraccion 35m2 y dejar plantera fuera de proyeccion de ochava de 1.2x1.2m. La plantera de ochava, cerrarla"
Arbolado Urbano,"Necesito saquen una rama que está seca de un arbol de la vereda de Aristobulo del Valle 247
INFORME TECNICO GIANNA 06/11/24: ramas quebradas, sacar seco y balanceo"
Arbolado Urbano,"Estimados, buenas tardes! Mi nombre es Jon Saura, vecino de Maestra Juana Rueda 2108. Les escribo para solicitar retiren 2 arboles de la dirección adjunta. Los dos arboles que tengo en la puerta de mi casa, están destruyendo completamente la vereda, inclusive el cordón que da a la calle, que al romperse desprende pedazos enteros de concreto, haciendo que se tapen los desagues. Adjunto fotos y mi teléfono por si quieren comunicarse para más información o imágenes, estoy enteramente a disposición. Hace ya 2 años y medio estoy intentando solucionar este inconveniente. 1134570887. Gracias!
Informe tecnici Gianna 31/10/24:son dos ficus que hay que hacerle la plantera de 1,6 x 1,6 a ambos, arreglar en mal estado 5 m2 de ladrillo"
Arbolado Urbano,"La vecina hace mas de 2 años que pide por la refacción de su vereda, en su momento le recortaron las raíces del árbol pero nunca arreglaron la vereda.
Informe Ing. Sencio 15/10/24: recorte de raiz y reparacion de vereda."
Arbolado Urbano,"Solicita una extracción de un árbol que esta causando dificultad en la vereda y en la casa,  a causa del mismo la  propiedad  se encuentra con problemas de rajaduras en la pared 
Informe Ing. Sencio 15/10/24:raleo y balanceo de limpieza"
Arbolado Urbano,"Realicé pedidos de poda para el árbol que está en la vereda de mi casa y no tuve respuesta. 
Solicito permiso para cortar una rama grande que se extiende sobre el techo de chapa del vecino. 
Informe Ing. Sencio 14/10/24: raleo y balanceo de limpieza y liberacion de frente y techo"
Obras Públicas,"Vecina solicita reparación de sumidero, informa que esta todo quebrado y que esta por terminase de romper. Dirección: Gobernador Castro 1402. Esquina El Indio."
Arbolado Urbano,INFORME TECNICO CAROLINA 22/11/24: Reparacion de vereda post extraccion
Arbolado Urbano,"Pedido de despeje de iluminaria, ya la tapa del todo"
Arbolado Urbano,"pedido de poda , mucha altura, el mismo tiene un pedido de despeje de iluminaria!
Inforem Ing. Sencio 14/10/24: raleo y balanceo de limpieza leve"
Arbolado Urbano,"Hola, solicito al Municipio de San Isidro una reparación de vereda levantada, rota y baldosas sueltas, por raíz de árbol  crecida debajo de la tierra.  
Dirección: Dean funes 1089, esquina Luis Maria drago, Villa Adelina.
Referencia: golpear ventana al lado de portón negro sobre Luis Maria drago 2801. 
Cabe destacar que Deseamos preservar el árbol, el pedido es solo para la reparación de la vereda.
Desde ya muchas gracias,  atte 
Luis Gonzalez
Informe te3cnico Occhipinti 29/10/24:Recorte de raices sup con poda de limpieza, y balanceo. Reparar 17m2. Prioridad alta x parada de colectivo"
Arbolado Urbano,"VECINA SOLICITA EXTRACCION DE ARBOL, REFIERE QUE TIENE RAMAS ROTAS Y COLGANDO DE CABLEADO. INFORMA QUE ESTA DEMASIADO ALTO E INTERFIERE EN SU DOMICILIO. 
Informe tecnico GIANNA 24/10/24:PP 1er arbol"
Arbolado Urbano,"vecina solicita que se retire el árbol ubicado en la calle Madame Currie 2702 Béccar en Barrio San Cayetano. La persona que vive ahí es un adulto mayor ya había hecho echo otros reclamos.
Hubo tormenta con vientos fuerte ese árbol tiro todos los cables de alta tensión y se quedaron sin luz
Informe Ing. Sencio 14/10/24: raleo y balanceo de limpieza leve y despunte"
Arbolado Urbano,"Cosme beccar y Martin Y Omar . ( verduleria)
Informe Ing. Sencio 14/10/24: recorte de raices y reparacion de vereda."
Arbolado Urbano,"Arbol seco Pringles 1997
Informe tecnico Caro 28/1/25:cargado para extraccion con incidente 6556387"
Arbolado Urbano,"en esa esquina se ubica la señalizacion con el nombre y el sentido de la calle, pero la copa de los árboles tapa todo el cartel. gracias!
Informe tecnico Occhipinti 31/10/24:Poda: Limpieza, Balanceo refaldeo y Eliminacion de interferencia en luminaria"
Arbolado Urbano,La vecina pide poda para la casa de sus padres
Higiene Urbana,"Aristóbulo del valle 105 esquina albarellos solicita un contenedor verde porque toda la basura va al amarillo, pusuieron 2 contenddores a la salida del garaje y no pueden ver al salir de su domicilio en rawson hacia la avenida santa, ladislato martinez 31 segundo A (dirección del vecino) "
Arbolado Urbano,poda no pasaron por su casa diagonal tucuman 676
Arbolado Urbano,"las ramas complican todo el cableado, y las raices levantan las baldosas de la vereda
INFO CARO 21/2 : NO REQUIERE INTERVENCION "
Arbolado Urbano,"Vecina solicita poda de árbol general, informa que los días de mucho viento  o de tormenta las ramas de los árboles tocan los cables de electricidad de Edenor. Esto genera corte de luz continuos en su propiedad. Manifiesta que ya se comunicó con la empresa, pero le informaron que el Municipio tiene que realizar el trabajo que corresponde.  Dirección: independencia 1923 /  2025. El Domicilio tiene doble numeración. Entre: Ucrania Y Av. de Mayo.
Adjunto reclamo anterior N°#6033849. Que fue dado por cumplido sin ser resuelto.  Y el reclamo N°#6178164 . Que fue cancelado
Informe tecnico Occhipinti 31/10/24:poda: Limpieza, Refaldeo leve"
